repo,title,body,created_at,closed_at,issue_url,labels,additions,deletions,diff_file_name
ReactiveX/RxJava,2.x: Expand the Getting Started,"This PR expands the Readme.md with further examples and details, plus adds headers so that (former and new) sections can be easily linked in answers on issue lists or StackOverflow.

(Note that it was written offline without proper markdown rendering so I may update the PR a couple of times to get the render mistakes fixed).",2018-03-22 14:06:37,2018-03-23 08:19:17,https://api.github.com/repos/ReactiveX/RxJava/issues/5926,"['2.x', 'Documentation']",330,9,ReactiveX_RxJava_pull_5926.diff
ReactiveX/RxJava,Add @Nullable annotations to Processors,"Add `@Nullable` annotations to Processors. 

Updated our project to use 2.11.1, and discovered there's this PR https://github.com/ReactiveX/RxJava/pull/5890 which added `@Nullable` annotations to Subjects. Thought might as well add `@Nullable` to Processors.",2018-03-22 06:02:00,2018-03-22 08:32:32,https://api.github.com/repos/ReactiveX/RxJava/issues/5925,['2.x'],12,0,ReactiveX_RxJava_pull_5925.diff
ReactiveX/RxJava,2.x: Update Single.flatMapPublisher marble,"Renamed the operator in the box. For #5788.

![flatMapPublisher](https://raw.github.com/wiki/ReactiveX/RxJava/images/rx-operators/Single.flatMapPublisher.png)",2018-03-21 09:00:15,2018-03-21 09:39:42,https://api.github.com/repos/ReactiveX/RxJava/issues/5924,"['2.x', 'Documentation']",1,1,ReactiveX_RxJava_pull_5924.diff
ReactiveX/RxJava,2.x: Fix JavaDoc warnings of buffer(Publisher|Callable),"Text is not allowed between `<dl>` and its child tags.

Fixes #5916.",2018-03-19 14:04:02,2018-03-19 14:26:10,https://api.github.com/repos/ReactiveX/RxJava/issues/5923,"['2.x', 'Cleanup', 'Documentation']",12,10,ReactiveX_RxJava_pull_5923.diff
ReactiveX/RxJava,change compile to implementation.,"Change `compile` to `implementation` in README.
",2018-03-18 18:17:20,2018-03-18 18:41:09,https://api.github.com/repos/ReactiveX/RxJava/issues/5922,"['2.x', 'Documentation']",3,3,ReactiveX_RxJava_pull_5922.diff
ReactiveX/RxJava,2.x: Add fusion support to ObservableSwitchMap inner source,"This PR improves the performance of the `Observable.switchMap` operator by adding fusion support as well as upgrading the `Completable` and `Single` conversion to `Observable` to be fuseable. The PR also fixes an error in the `DeferredScalarDisposable` implementation as the protocol requires calling with `null`.

The plain (`Observable.switchMap(Observable)`) conversion has promising performance improvements:

![image](https://user-images.githubusercontent.com/1269832/37464461-ba6d5c0c-2858-11e8-8aa0-96d53350cfed.png)

The conversion `Observable.switchMap(Maybe.toObservable)` has promising performance improvements:

![image](https://user-images.githubusercontent.com/1269832/37464488-cf9b1290-2858-11e8-8ac7-462a58f61a13.png)

The conversion `Observable.switchMap(Completable.toObservable)` is also promising, but there is a 11% loss in the scalar case for some reason:

![image](https://user-images.githubusercontent.com/1269832/37464621-2ad6b1c8-2859-11e8-9a0a-d34c8ff8048b.png)

Finally, the conversion  `Observable.switchMap(Single.toObservable)` got a bigger hit for the scalar case, 21% loss, but the rest are impressive:

![image](https://user-images.githubusercontent.com/1269832/37464636-41ea983e-2859-11e8-9258-6c1c85ee8347.png)



",2018-03-15 13:02:20,2018-03-15 13:22:29,https://api.github.com/repos/ReactiveX/RxJava/issues/5919,"['2.x', 'Performance']",342,76,ReactiveX_RxJava_pull_5919.diff
ReactiveX/RxJava,2.x: Improve the scalar source performance of Observable.(concat|switch)MapX,"This PR adds scalar source optimizations to `Observable` operators:

- `concatMapCompletable`
- `concatMapSingle`
- `concatMapMaybe`
- `switchMapCompletable`
- `switchMapSingle`
- `switchMapMaybe`

#### Benchmark

i7 4770K, Windows 7 x64, Java 8u162

The baseline is taken from #5914. The target is to be faster than using the plain `concatMap` or `switchMap` with a `toObservable` conversion. The apparent shortcomings of longer `concatMapMaybe` and `concatMapSingle` will be addressed in a subsequent PR.

![image](https://user-images.githubusercontent.com/1269832/37457267-c41bb4a4-2841-11e8-87a4-3951514a7f8f.png)
",2018-03-15 10:17:44,2018-03-15 10:35:57,https://api.github.com/repos/ReactiveX/RxJava/issues/5918,"['2.x', 'Performance']",420,43,ReactiveX_RxJava_pull_5918.diff
ReactiveX/RxJava,1.x: fix and deprecate evicting groupBy and add new overload,"See #5868

There is a problem with the existing 1.x `Observable.groupBy` overload with an evicting map factory where depending on the eviction behaviour of the supplied map factory, groups may not be completed and may leak memory. The problem extends to the method signature in that the eviction action should report the evicted `GroupedObservable` not the corresponding key.

This PR

* fixes the existing method at the expense of doubling up the internal map `groups` ( into `groupsCopy`) so that we can always successfully lookup the evicted group from the `groupsCopy` map. Evictions from `groups` are mirrored in `groupsCopy` after the lookup.
* deprecates the problematic overload indicating that it uses more memory than the preferred new overload
* adds a new method `groupBy` that has the corrected signature and offers `bufferSize` and `delayError` parameters for a bit more flexibility and to differentiate the erased signature from the deprecated method
* adds tests that were ported from the 2.x tests


",2018-03-15 01:07:20,2018-03-19 14:21:41,https://api.github.com/repos/ReactiveX/RxJava/issues/5917,[],928,6,ReactiveX_RxJava_pull_5917.diff
ReactiveX/RxJava,2.x: Optimize ObservableConcatMapCompletable,"This PR reduces the overhead in the `Observable.concatMapCompletable` operator by:

- adding front-queue fusion to eliminate queue allocations (although this didn't improve the performance beyond a +/- 3% noise),
- moving the `error` and `errorMode` fields into local variables, saving on the mandatory volatile re-read of other fields,
- adding a scalar shortcut in case the upstream is known to be 0-1.

#### Benchmark comparison:

i7 4770K, Windows 7 x64, Java 8u162

The PR improves the dedicated case considerably:

![image](https://user-images.githubusercontent.com/1269832/37437588-44960732-27ee-11e8-9f91-00c3313ac60b.png)

and it is now better across the board compared to a `toFlowable` conversion and the main `concatMap`:

![image](https://user-images.githubusercontent.com/1269832/37437618-7490a244-27ee-11e8-99de-cb20d5828555.png)
",2018-03-15 00:18:03,2018-03-15 08:49:48,https://api.github.com/repos/ReactiveX/RxJava/issues/5915,"['2.x', 'Performance']",244,24,ReactiveX_RxJava_pull_5915.diff
ReactiveX/RxJava,2.x: Benchmark X-Map-Z operators,"This PR adds JMH benchmarks to measure operators mapping onto other types, such as `flatMapCompletable`, `concatMapSingle`, etc. In addition, two new benchmarks were added to measure the `flatMapIterable` performance in additional situations.

#### Baseline results

i7 4770K, Windows 7 x64, Java 8u162

[JMH Compare GUI](https://github.com/akarnokd/jmh-compare-gui/releases/tag/v1.3.2) workspace file: [xmapz_ws.xml](https://gist.github.com/akarnokd/317e2d38128f45c8fbb1ec8ebd20d970)

The first diagram compares the dedicated, plain (same inner type as the outer type) and conversion-based flows:

![image](https://user-images.githubusercontent.com/1269832/37431058-6df2d0f2-27d4-11e8-9d6a-b9d8a0f34e0b.png)

The switchMap-based `Observable` operators look like they could use some optimizations. Overall, `count == 1` is not optimized with the dedicated versions.

From the `Observable`'s perspective:

![image](https://user-images.githubusercontent.com/1269832/37431169-c1f69d46-27d4-11e8-8159-c598e7f50e68.png)

Looks like the `concatMapX` operators could use some optimizations.

The `flatMapIterable` measures are as follows:

![image](https://user-images.githubusercontent.com/1269832/37431246-00fab8ba-27d5-11e8-94b5-67b94e1869a7.png)

The `Flowable` version seem to be considerably slower, probably not explainable due to backpressure overhead.",2018-03-14 21:18:35,2018-03-14 22:36:22,https://api.github.com/repos/ReactiveX/RxJava/issues/5914,"['2.x', 'Performance']",2687,1,ReactiveX_RxJava_pull_5914.diff
ReactiveX/RxJava,"2.x: Improve coverage, fix operator logic 03/12",Improve coverage of RxJava internal components. See the change explanation as comments below.,2018-03-12 15:22:48,2018-03-13 20:55:04,https://api.github.com/repos/ReactiveX/RxJava/issues/5910,"['2.x', 'Cleanup', 'Coverage']",895,86,ReactiveX_RxJava_pull_5910.diff
ReactiveX/RxJava,2.x: Cleanup test local variable names,"Add an unit test that scans the unit test files for common local variable misnaming due to copy-pasting between the types, such as:

- `TestObserver ts` <-> `TestSubscriber to`
- `PublishSubject pp` <-> `PublishProcessor ps`

See the new `CheckLocalVariablesInTests` for other patterns described with a regexp.",2018-03-09 13:25:25,2018-03-09 13:56:09,https://api.github.com/repos/ReactiveX/RxJava/issues/5907,"['2.x', 'Cleanup']",4706,4515,ReactiveX_RxJava_pull_5907.diff
ReactiveX/RxJava,2.x: Add public constructor for TestScheduler that takes the time.,"- adds a time constructor to TestScheduler
- should I make it experimental or will it just be stable?

Fixes #5901",2018-03-09 10:58:00,2018-03-09 13:22:54,https://api.github.com/repos/ReactiveX/RxJava/issues/5906,"['2.x', 'Enhancement']",25,1,ReactiveX_RxJava_pull_5906.diff
ReactiveX/RxJava,"2.x: Coverage improvements, logical fixes and cleanups 03/08",This PR fixes a couple of logical errors and cleans up some other components as well as improves the coverage of some classes. See the change comments below about the relevant details.,2018-03-09 00:18:03,2018-03-09 09:29:57,https://api.github.com/repos/ReactiveX/RxJava/issues/5905,"['2.x', 'Bug', 'Cleanup', 'Coverage']",411,42,ReactiveX_RxJava_pull_5905.diff
ReactiveX/RxJava,2.x: Fix Flowable.singleOrError().toFlowable() not signalling NoSuchElementException,"When a `singleOrError` is followed by `toFlowable()`, the assembly process switches the `Flowable->Single` operator into a `Flowable->Flowable` operator implementing the `singleOrError` behavior (saving the back-and-forth type conversion). The backing implementation was shared with `singleElement` and as such, did not properly handle the `orError` case for an empty source. The PR fixes the lack of `NoSuchElementException` in this case.

Fixes #5903.

The `Observable` variant doesn't have such optimization but the test has been converted to make sure `Observable` is verified for this aspect in case the optimization is implemented with it in the future.",2018-03-08 21:25:36,2018-03-09 08:43:45,https://api.github.com/repos/ReactiveX/RxJava/issues/5904,"['2.x', 'Bug']",36,6,ReactiveX_RxJava_pull_5904.diff
ReactiveX/RxJava,2.x: Perf measure of Flowable flatMap & flatMapCompletable,"This PR adds two benchmarks that measure the synchronous and asynchronous behavior of `Flowable.flatMap` and `Flowable.flatMapCompletable` when both are run with a `Completable` source.

Apart from the `item == 1` case, which is due to lack of scalar optimizations with `flatMapCompletable`, the `flatMapCompletable` is faster by a good margin:

![image](https://user-images.githubusercontent.com/1269832/37175444-de62c1fe-2319-11e8-90ce-1f0b0dbd661b.png)

I'd say the asynchronous use is slightly faster in general with `flatMapCompletable`:

![image](https://user-images.githubusercontent.com/1269832/37175490-fa38bd8e-2319-11e8-84ff-e01d1ec18129.png)

-----------

Originally, this PR started out as an attempt to optimize the inner consumer tracking in `flatMapCompletable` when the `maxConcurrency` is non-default by using a special containers for 1..8 instead of the `CompositeDisposable`. Unfortunately, this made it slightly slower in general (PR column):

![image](https://user-images.githubusercontent.com/1269832/37175604-4b4c8bb0-231a-11e8-8f28-a18b364c4d64.png)

The async benchmark is within +/- 3% most of the time, and generally inconclusive.

![image](https://user-images.githubusercontent.com/1269832/37175638-64e9e806-231a-11e8-8c42-682c53b986e7.png)

An additional test method was added to verify the new tracking classes, which is left as an additional mean to verify `flatMapCompletable`'s behavior in general.
",2018-03-08 20:50:46,2018-03-09 09:02:24,https://api.github.com/repos/ReactiveX/RxJava/issues/5902,"['2.x', 'Performance']",159,2,ReactiveX_RxJava_pull_5902.diff
ReactiveX/RxJava,2.x: Fix Observable.flatMap scalar maxConcurrency overflow,"Since `Observable` is not backpressured, the `flatMap` of it has to manage the buffering of inner sources so that only a limited number of them are active at the same time. However, when most outstanding inner sources were scalar (`just()` is such a source) but the drain loop was busy, the operator overflow its bounded scalar queue (as it is supposed to be holding at most maxConcurrency scalar items), causing an `IllegalStateException`.

The PR fixes this corner case by making sure the `tryScalarEmit` returns false if it had to queue up the scalar, which in turn prevents the next inner source to be subscribed to until the queued item is cleared. In addition, the terminal state check has to include the buffer holding the remaining inner sources: being done, having an empty scalar queue and having no active inner observers is just not enough.

`Flowable.flatMap` is not affected as it uses backpressure to ensure only a limited number of sources or scalars are mapped in.

Originally reported in the chat of this [StackOverflow question](https://stackoverflow.com/q/49151111/61158):

```

AndroidRuntime: FATAL EXCEPTION: RxCachedThreadScheduler-1 
Process: com.hackerli.girl, PID: 6030 
java.lang.IllegalStateException: Scalar queue full?! 
at io.reactivex.internal.operators.observable.ObservableFlatMap$MergeObserver.tryEmitScalar(ObservableFlatMap.java:250) 
at io.reactivex.internal.operators.observable.ObservableFlatMap$MergeObserver.subscribeInner(ObservableFlatMap.java:146) 
at io.reactivex.internal.operators.observable.ObservableFlatMap$MergeObserver.drainLoop(ObservableFlatMap.java:475) 
at io.reactivex.internal.operators.observable.ObservableFlatMap$MergeObserver.drain(ObservableFlatMap.java:323) 
at io.reactivex.internal.operators.observable.ObservableFlatMap$InnerObserver.onComplete(ObservableFlatMap.java:579) 
at io.reactivex.internal.observers.BasicFuseableObserver.onComplete(BasicFuseableObserver.java:119) 
at io.reactivex.internal.operators.observable.ObservableSubscribeOn$SubscribeOnObserver.onComplete(ObservableSubscribeOn.java:68) 
at retrofit2.adapter.rxjava2.BodyObservable$BodyObserver.onComplete(BodyObservable.java:66) 
at retrofit2.adapter.rxjava2.CallExecuteObservable.subscribeActual(CallExecuteObservable.java:47)
at io.reactivex.Observable.subscribe(Observable.java:11442) 
at retrofit2.adapter.rxjava2.BodyObservable.subscribeActual(BodyObservable.java:34) 
at io.reactivex.Observable.subscribe(Observable.java:11442) 
at io.reactivex.internal.operators.observable.ObservableSubscribeOn$SubscribeTask.run(ObservableSubscribeOn.java:96) 
at io.reactivex.Scheduler$DisposeTask.run(Scheduler.java:571) 
at io.reactivex.internal.schedulers.ScheduledRunnable.run(ScheduledRunnable.java:66) 
at io.reactivex.internal.schedulers.ScheduledRunnable.call(ScheduledRunnable.java:57) 
at java.util.concurrent.FutureTask.run(FutureTask.java:237) 
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:269) 
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1113) 
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:588) 
at java.lang.Thread.run(Thread.java:818)
```",2018-03-07 14:33:14,2018-03-07 17:15:26,https://api.github.com/repos/ReactiveX/RxJava/issues/5900,"['2.x', 'Bug']",157,12,ReactiveX_RxJava_pull_5900.diff
ReactiveX/RxJava,2.x: Fix excess item retention in the other replay components,"This is a follow-up PR to #5892 in order to avoid item retention in the head node. For the `ReplayProcessor`, the cleanup can be triggered with `cleanupBuffer`. For the `replay()` operators, such trigger is not possible. However, the terminal events will perform the cleanup internally at least.",2018-03-07 12:18:03,2018-03-07 17:49:10,https://api.github.com/repos/ReactiveX/RxJava/issues/5898,"['2.x', 'Shortcoming']",548,8,ReactiveX_RxJava_pull_5898.diff
ReactiveX/RxJava,2.x: clarify dematerialize() and terminal items/signals,"Specify in both `Flowable` and `Observable` that a terminal notification item or a regular terminal signal ends the flow.

Fixes: #5261",2018-03-07 10:21:14,2018-03-07 11:06:50,https://api.github.com/repos/ReactiveX/RxJava/issues/5897,"['2.x', 'Documentation']",38,0,ReactiveX_RxJava_pull_5897.diff
ReactiveX/RxJava,Fix buffer() documentation to correctly describe onError behaviour,Fixes #5894. I just copied the sentence from the fixed docs in 1.x and updated to use ObservableSource/Publisher naming.,2018-03-07 03:11:47,2018-03-07 10:46:53,https://api.github.com/repos/ReactiveX/RxJava/issues/5895,"['2.x', 'Documentation']",128,72,ReactiveX_RxJava_pull_5895.diff
ReactiveX/RxJava,2.x: Fix Flowable.publish(-|Function) subscriber swap possible data loss,"This PR fixes an avoidable dataloss in the following subscriber-swap scenario with the `publish()` and `publish(Function<Flowable, Publisher>)`.

When an `onNext` changes the current array of subscribers (an existing consumer cancelled or a new one arrived), the change detection is delayed and items may get dropped even though a fresh consumer could take those values.

The algorithms were updated to fix this case as well as the emission tracking in `FlowableMulticastProcessor`: a global `emitted` value is not good here after all (subscribers joining late would indicate an incorrect aggregate demand and get overflown).

One of the advanced uses of `publish(Function)` is to implement consumption mode changes by having a mode cancel the subscription to the shared `Flowable` and synchronously subscribe a new consumer with a different behavior. 

The discovery of this shortcoming was due to a special transformation pattern: apply a transformer if the source is not empty, and in this case, deliver all items of it.

```java
FlowableTransformer<T, U> transformer = ...
source.publish(shared ->
   // let's see if there is at least 1 source item
   shared.take(1)
   // if there is one item, stop this phase and keep the item
   .concatMap(first ->
       // given the very first item, apply the transformation
       // on the ""original"" sequence by reattaching the first
       // item to the rest of the source
       transformer.apply(shared.startWith(first))
   )
)
.subscribe(/* ... */);
```",2018-03-06 22:39:03,2018-03-07 17:32:48,https://api.github.com/repos/ReactiveX/RxJava/issues/5893,"['2.x', 'Shortcoming']",439,40,ReactiveX_RxJava_pull_5893.diff
ReactiveX/RxJava,2.x: Fix the extra retention problem in ReplaySubject,"In the bounded buffers of `ReplaySubject`, the head reference may retain one extra item when the trimming happens. Nulling out this reference is not possible at this point because old consumers may be still walking through the underlying linked list of nodes. However, replacing a head with the same next pointer (which is always not null if value is not null) but no value will eventually let the value get GCd. This cleanup doesn't happen on every `onNext` because it doubles the node allocation and thus the overhead.

This PR modifies the code so that terminal events do perform this head swapping and introduces the `ReplaySubject.cleanupBuffer()` method to allow the user to perform the head swapping while the `ReplaySubject` is not yet terminated and the cleanup is needed.

If this type of change is accepted, the `ReplayProcessor` can also be refitted. For the `replay()` operators, the terminal cleanup can be implemented but the on demand cleanup can't as there is no API surface for its internal buffer available.",2018-03-06 16:18:07,2018-03-07 11:21:54,https://api.github.com/repos/ReactiveX/RxJava/issues/5892,"['2.x', 'Shortcoming']",166,6,ReactiveX_RxJava_pull_5892.diff
ReactiveX/RxJava,2.x: Improve coverage & related cleanup 03/05,"Improve the coverage of various components, fix impossible paths and other fixes. See the comments attached to the code changes.",2018-03-05 15:16:21,2018-03-05 16:41:10,https://api.github.com/repos/ReactiveX/RxJava/issues/5891,"['2.x', 'Cleanup', 'Coverage']",2523,433,ReactiveX_RxJava_pull_5891.diff
ReactiveX/RxJava,Added nullable annotations to subjects,"Adding nullable annotations to subjects. The `throwable` and `getValue` methods are annotated with Nullable.

Quick question about styling - In some places, javadocs has trailing whitespaces but it is absent in other places. Is there a styling policy around that? Intellij is removing the trailed whitespace automatically.",2018-03-05 03:54:47,2018-03-05 10:00:51,https://api.github.com/repos/ReactiveX/RxJava/issues/5890,"['2.x', 'Cleanup']",54,33,ReactiveX_RxJava_pull_5890.diff
ReactiveX/RxJava,"2.x: Cleanup, coverage and related component fixes","This PR improves the coverage of various components and contains the following additional fixes:

- Remove a very unlikely cancellation check in `FlowableConcatMapEager`.
- Improve backpressure tracking in `FlowablePublishMulticast` to avoid atomic decrement per items emitted (part of `publish(Function)`).
- Improve check for empty or terminated state in `FlowablePublishMulticast` by using the array length.
- `UnicastProcessor` termination to use a one-step `getAndSet`
- `BehaviorSubject` termination to use a one-step `getAndSet`
- Remove impossible try-finally in `BehaviorSubject.setCurrent` as the body could never crash.
",2018-03-04 23:27:58,2018-03-05 00:08:39,https://api.github.com/repos/ReactiveX/RxJava/issues/5889,"['2.x', 'Cleanup', 'Coverage']",490,139,ReactiveX_RxJava_pull_5889.diff
ReactiveX/RxJava,2.x: Fix Flowable.window(Publisher|Callable) upstream handling,"This PR fixes the upstream handling in `Flowable.window(Publisher)` and `Flowable.window(Callable<Publisher>)` operators to make sure if both the main output and the inner windows have been cancelled, the upstream is also cancelled.

Related: #5887, #5881.

In addition, the Jacoco code coverage has been updated to 0.8.0 mainly due to the [automatic filtering of difficult-to-impossible code paths](https://github.com/jacoco/jacoco/releases/tag/v0.8.0).",2018-03-04 19:36:19,2018-03-04 23:54:21,https://api.github.com/repos/ReactiveX/RxJava/issues/5888,"['2.x', 'Bug']",990,336,ReactiveX_RxJava_pull_5888.diff
ReactiveX/RxJava,2.x: Fix window(Observable|Callable) upstream handling,"This PR fixes the upstream handling in `Observable.window(ObservableSource)` and `Observable.window(Callable<ObservableSource>)` operators to make sure if both the main output and the inner windows have been disposed, the upstream is also disposed.

Fixes #5881.

*Remark:*

There are a couple of `w != null` checks showing up as partially covered. In theory, with the right interleaving, `w` can become `null`, but unfortunately the usual `TestHelper.race()` testing is unlikely to trigger that case. There would be a higher chance with 3 threads (one disposing, one completing the main and one completing the inner window) but the current CI is effectively 1.5 - 2 cores/threads that tend to not produce a thorough interleaving.",2018-03-04 17:25:46,2018-03-04 18:19:12,https://api.github.com/repos/ReactiveX/RxJava/issues/5887,"['2.x', 'Bug']",943,276,ReactiveX_RxJava_pull_5887.diff
ReactiveX/RxJava,2.x: Upgrade the algorithm of Observable.timeout(time|selector) operators,"This PR improves the algorithms of the `Observable.timeout(time)` and `Observable.timeout(selector)` operators to match their `Flowable` counterparts implemented in #5661.

In addition, coverage of the `Flowable` counterparts have been improved by synchronizing the unit tests.

Note that they were the last users of `ObserverFullArbiter` and `FullArbiterObserver` which are now removed.

Closes #5882.",2018-03-04 13:09:34,2018-03-04 13:38:27,https://api.github.com/repos/ReactiveX/RxJava/issues/5886,"['2.x', 'Enhancement']",911,777,ReactiveX_RxJava_pull_5886.diff
ReactiveX/RxJava,Fix BlockingSingle.value() not unsubscribing after onSuccess and onError,"Fix for the issue mentioned here: https://github.com/ReactiveX/RxJava/issues/5884

```BlockingSingle.value()``` was missing the unsubscribe() call to the created subscription. 
",2018-03-03 23:18:59,2018-03-04 03:04:06,https://api.github.com/repos/ReactiveX/RxJava/issues/5885,[],35,4,ReactiveX_RxJava_pull_5885.diff
ReactiveX/RxJava,2.x: Improve coverage and fix small mistakes/untaken paths in operators,"This PR improves the coverage of RxJava while adjusting some code paths and fixing other types of smaller bugs.

- Fix `Maybe.merge(Publisher)` to define a 1 element buffer only.
- Fix `Maybe.mergeDelayError(Publisher)` to use the dedicated `FlowableFlatMapPublisher` similar to the plain `merge()`.
- In `Flowable.flatMap`, checking for empty or cancelled arrays in `removeInner()` can be replaced with a length check.
- Make sure in `Flowable.reduce(seed, f)` the terminal events can't be called a second time if the reducer crashes.
- Turn the `FlowableReplay.MultiCastPublisher` into a `Flowable` and rename it to `MulticastFlowable`.
- Fix `FlowableWindowBoundary` not cancelling the upstream on a missing backpressure case, causing `NullPointerException`.
- Remove unused override of `accept()` in `FlowableWindowBoundary`.
- Remove the ineffective done flag from `OperatorWindowBoundaryOpenSubscriber`.
- Replace the timer CASs with the `replace()` call in `FlowableWindowTimed`.
- Remove the unused `RepeatWhen`, `ErrorMapperFilter` and `RetryWhen` components from `ObservableInternalHelper`.
- Make sure the value is cleared at most once in `ObservableReduceSeedSingle`.
- Simplify `ObservableWindowBoundarySelector`'s inner consumer's `onNext` handling.
- Simplify `FlowableWindowBoundarySelector`'s inner consumer's `onNext` handling.
- Inline the finally actions in `InstantPeriodicTask.call()`.
- Fix `InstantPeriodicTask.setFirst` and `setRest` to return from the loop when the task has been cancelled to prevent excess looping and overwriting the `CANCELLED` indicator.
- Inline the finally actions in `ScheduledDirectPeriodicTask.call()`.
- Slight adjustment of crash propagation in the `SchedulerWhen` constructor.
- In `BehaviorProcessor`, checking for empty or cancelled arrays in `remove()` can be replaced with a length check.
- In `BehaviorSubject`, checking for empty or cancelled arrays in `remove()` can be replaced with a length check.",2018-03-03 22:26:04,2018-03-04 11:39:29,https://api.github.com/repos/ReactiveX/RxJava/issues/5883,"['2.x', 'Bug', 'Cleanup', 'Coverage']",2713,178,ReactiveX_RxJava_pull_5883.diff
ReactiveX/RxJava,2.x: Add Flowable.generateAsync to bridge 1-by-1 async APIs,"This PR proposes a new source operator to bridge async APIs that can be repeatedly called to produce the next item (or terminate in some way) asynchronously and only call the API again once the result has been received and delivered to the downstream, while honoring the backpressure of the downstream. This means if the downstream stops requesting, the API won't be called until the latest result has been requested and consumed by the downstream.

The operator was inspired by [this StackOverflow](https://stackoverflow.com/questions/49059458/is-there-an-equivalent-of-project-reactors-flux-create-that-caters-for-push-p) question.

Example APIs could be [AsyncEnumerable](https://github.com/akarnokd/async-enumerable#async-enumerable) style, coroutine style or [async-await](https://github.com/electronicarts/ea-async).

There are no convenience overloads unlike `generate`, because these APIs likely require their interaction points created for each individual subscriber and otherwise should not be run from multiple subscriptions of the same Flowable.

(I'm still thinking about how a batched variant of this could be reasonably implemented. Batched means the downstream request is presented to the async preparation call and multiple items could be generated with a single API invocation. There are, however, complications such as controlling the request channel over multiple intermediate operators in between or how to detect and act on the case when there are fewer items delivered than requested and the API didn't indicate completion.)

The JavaDoc features the following example:

#### Example
Let's assume there is an async API with the following interface definition:

```java
interface AsyncAPI<T> extends AutoCloseable {

    CompletableFuture<Void> nextValue(Consumer<? super T> onValue);

}
```

When the call succeeds, the `onValue` is invoked with it. If there are no more items, the
` CompletableFuture`  returned by the last ` nextValue`  is completed (with ` null` ).
If there is an error, the same ` CompletableFuture`  is completed exceptionally. Each
` nextValue`  invocation creates a fresh ` CompletableFuture`  which can be cancelled
if necesary. ` nextValue`  should not be invoked again until the ` onValue`  callback
has been notified.

An instance of this API can be obtained on demand, thus the state of this operator consists of the
` AsyncAPI`  instance supplied for each individual {@code Subscriber}. The API can be transformed into
a ` Flowable`  as follows:

```java
Flowable<Integer> source = Flowable.<Integer, AsyncAPI<Integer>>generateAsync(

    // create a fresh API instance for each individual Subscriber
    () -> new AsyncAPIImpl<Integer>(),

    // this BiFunction will be called once the operator is ready to receive the next item
    // and will invoke it again only when that item is delivered via emitter.onNext()
    (state, emitter) -> {
        // issue the async API call
        CompletableFuture<Void> f = state.nextValue(

            // handle the value received
            value -> {

                // we have the option to signal that item
                if (value % 2 == 0) {
                    emitter.onNext(value);
                } else if (value == 101) {
                    // or stop altogether, which will also trigger a cleanup
                    emitter.onComplete();
                } else {
                    // or drop it and have the operator start a new call
                    emitter.onNothing();
                }
            }
        );

        // This API call may not produce further items or fail
        f.whenComplete((done, error) -> {
            // As per the CompletableFuture API, error != null is the error outcome,
            // done is always null due to the Void type
            if (error != null) {
                emitter.onError(error);
            } else {
                emitter.onComplete();
            }
        });

        // In case the downstream cancels, the current API call
        // should be cancelled as well
        emitter.replaceCancellable(() -> f.cancel(true));

        // some sources may want to create a fresh state object
        // after each invocation of this generator
        return state;
    },

    // cleanup the state object
    state -> { state.close(); }
);
```",2018-03-02 22:42:21,2018-03-07 17:30:52,https://api.github.com/repos/ReactiveX/RxJava/issues/5879,"['2.x', 'Enhancement']",1485,0,ReactiveX_RxJava_pull_5879.diff
ReactiveX/RxJava,2.x: Add note about NoSuchElementException to Single.zip().,,2018-03-02 16:50:52,2018-03-03 10:38:45,https://api.github.com/repos/ReactiveX/RxJava/issues/5876,"['2.x', 'Documentation']",8,2,ReactiveX_RxJava_pull_5876.diff
ReactiveX/RxJava,2.x: Add Observable switchMapX and concatMapX operators,"This PR ports the various `switchMapX` and `concatMapX` operators from #5870, #5871, #5872 and #5873 to `Observable`:

- `concatMapCompletable` (replaced by the common implementation)
- `concatMapCompletableDelayError`
- `concatMapMaybe`
- `concatMapMaybeDelayError`
- `concatMapSingle`
- `concatMapSingleDelayError`
- `switchMapCompletable`
- `switchMapCompletableDelayError`
- `switchMapMaybe`
- `switchMapMaybeDelayError`
- `switchMapSingle` (dedicated implementation)
- `switchMapSingleDelayError` (dedicated implementation)

This PR concludes the requested set of operators in #4853.

Marbles will be updated/adjusted in a separate PR.",2018-03-02 11:29:32,2018-03-03 13:36:05,https://api.github.com/repos/ReactiveX/RxJava/issues/5875,"['2.x', 'Enhancement']",4949,288,ReactiveX_RxJava_pull_5875.diff
